Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,FICO.Score
6000,5950.0,0.1,36,major_purchase,0.0874,FL,MORTGAGE,15416.67,"[715, 719]",9.0,105730.0,1.0,10+ years,717
17000,16975.0,0.1398,36,debt_consolidation,0.1765,TX,MORTGAGE,9166.67,"[700, 704]",14.0,16230.0,4.0,3 years,702
12000,11975.0,0.0894,36,credit_card,0.1899,TX,RENT,4750.0,"[750, 754]",13.0,25577.0,1.0,4 years,752
16350,16350.0,0.079,36,credit_card,0.2503,MN,OWN,4541.67,"[730, 734]",7.0,25731.0,0.0,9 years,732
20000,20000.0,0.079,36,debt_consolidation,0.2004,TX,MORTGAGE,4625.0,"[755, 759]",14.0,31335.0,1.0,10+ years,757
12300,12300.0,0.1212,36,debt_consolidation,0.1001,CA,RENT,6583.33,"[690, 694]",15.0,12450.0,0.0,1 year,692
4800,4800.0,0.1311,36,moving,0.0461,TX,RENT,2666.67,"[690, 694]",3.0,7911.0,0.0,< 1 year,692
14500,14500.0,0.079,36,credit_card,0.1196,IL,RENT,4500.0,"[735, 739]",8.0,16398.0,0.0,6 years,737
4200,4200.0,0.089,36,debt_consolidation,0.1043,CA,MORTGAGE,2254.0,"[700, 704]",7.0,4490.0,0.0,n/a,702
22250,22250.0,0.1409,36,credit_card,0.321,MN,MORTGAGE,6583.33,"[690, 694]",18.0,44868.0,0.0,10+ years,692
8000,8000.0,0.1409,36,home_improvement,0.0768,IL,RENT,25000.0,"[675, 679]",6.0,28579.0,1.0,8 years,677
8325,8325.0,0.1777,36,debt_consolidation,0.2075,MO,RENT,2000.0,"[665, 669]",7.0,7676.0,0.0,< 1 year,667
14000,14000.0,0.1311,36,debt_consolidation,0.0812,CA,OWN,10416.67,"[730, 734]",4.0,4776.0,0.0,7 years,732
9000,9000.0,0.1016,36,debt_consolidation,0.0398,MD,MORTGAGE,6000.0,"[705, 709]",6.0,5659.0,0.0,7 years,707
16000,16000.0,0.1311,36,credit_card,0.1761,GA,MORTGAGE,6083.33,"[680, 684]",13.0,15148.0,0.0,2 years,682
15200,13694.22,0.1114,36,credit_card,0.145,AZ,MORTGAGE,7916.67,"[760, 764]",7.0,217827.0,2.0,6 years,762
24000,24000.0,0.1065,36,debt_consolidation,0.148,CA,RENT,3750.0,"[725, 729]",5.0,24708.0,0.0,10+ years,727
16450,16450.0,0.1531,36,debt_consolidation,0.1166,OH,MORTGAGE,6666.67,"[685, 689]",8.0,12697.0,3.0,9 years,687
7500,7500.0,0.1212,36,home_improvement,0.2656,NH,MORTGAGE,5000.0,"[710, 714]",8.0,9047.0,1.0,10+ years,712
4750,4750.0,0.2247,36,debt_consolidation,0.2445,UT,RENT,1333.33,"[665, 669]",9.0,4752.0,2.0,< 1 year,667
6500,6500.0,0.079,36,debt_consolidation,0.1256,AR,RENT,6750.0,"[720, 724]",17.0,33229.0,0.0,8 years,722
5500,5450.0,0.1867,60,debt_consolidation,0.1771,NY,RENT,1750.0,"[660, 664]",6.0,4492.0,6.0,2 years,662
9600,9600.0,0.0603,36,home_improvement,0.0752,AL,MORTGAGE,6250.0,"[750, 754]",7.0,765.0,0.0,< 1 year,752
12000,11975.0,0.1212,36,major_purchase,0.3134,NY,OWN,4166.67,"[710, 714]",21.0,28703.0,2.0,3 years,712
2000,2000.0,0.0751,36,other,0.1673,CA,RENT,1500.0,"[730, 734]",5.0,2925.0,0.0,4 years,732
18000,18000.0,0.2489,60,moving,0.1488,VT,RENT,4000.0,"[665, 669]",10.0,7377.0,3.0,8 years,667
5825,5825.0,0.1212,36,home_improvement,0.04,AR,OWN,3750.0,"[690, 694]",4.0,5643.0,0.0,1 year,692
2500,2500.0,0.1531,36,home_improvement,0.2281,VA,RENT,2530.0,"[670, 674]",7.0,5276.0,6.0,< 1 year,672
7200,7200.0,0.1991,60,other,0.02,NY,RENT,5500.0,"[660, 664]",13.0,2130.0,0.0,9 years,662
8000,8000.0,0.1433,36,other,0.1185,MD,RENT,3941.58,"[670, 674]",15.0,9660.0,0.0,2 years,672
25000,24675.0,0.2077,60,home_improvement,0.1912,TX,MORTGAGE,6000.0,"[665, 669]",17.0,12757.0,2.0,10+ years,667
2500,2500.0,0.1409,36,medical,0.2095,NY,RENT,2666.67,"[665, 669]",9.0,15787.0,0.0,n/a,667
20000,2050.0,0.1284,36,home_improvement,0.0149,MI,MORTGAGE,3500.0,"[750, 754]",6.0,1954.0,5.0,2 years,752
6250,6250.0,0.1311,36,debt_consolidation,0.2861,CT,RENT,1779.17,"[720, 724]",19.0,7455.0,1.0,3 years,722
12375,12375.0,0.1367,36,debt_consolidation,0.2242,KS,MORTGAGE,2083.33,"[680, 684]",8.0,12226.0,0.0,3 years,682
18000,18000.0,0.1016,36,debt_consolidation,0.1671,NY,MORTGAGE,6666.67,"[685, 689]",16.0,19850.0,1.0,6 years,687
3300,3300.0,0.0699,36,other,0.2004,IL,RENT,3333.33,"[760, 764]",10.0,0.0,2.0,1 year,762
21000,21000.0,0.1849,60,other,0.164,TX,MORTGAGE,8833.33,"[700, 704]",11.0,29293.0,0.0,1 year,702
24575,24575.0,0.1629,36,debt_consolidation,0.196,GA,MORTGAGE,5250.0,"[695, 699]",8.0,20858.0,2.0,10+ years,697
5000,4900.0,0.0774,36,other,0.144,OH,RENT,5166.67,"[750, 754]",8.0,15489.0,1.0,10+ years,752
20000,20000.0,0.1629,36,debt_consolidation,0.2359,MI,MORTGAGE,5833.33,"[680, 684]",14.0,12696.0,1.0,< 1 year,682
13250,13250.0,0.0662,36,debt_consolidation,0.2864,IL,MORTGAGE,5750.0,"[750, 754]",12.0,7174.0,3.0,8 years,752
10000,9975.0,0.0859,36,major_purchase,0.0285,PA,MORTGAGE,10167.0,"[790, 794]",9.0,16.0,3.0,10+ years,792
20000,19950.0,0.1075,36,debt_consolidation,0.1137,NY,RENT,8416.67,"[740, 744]",10.0,12283.0,0.0,3 years,742
10000,10000.0,0.0849,36,debt_consolidation,0.1358,FL,MORTGAGE,4166.67,"[715, 719]",8.0,8455.0,0.0,10+ years,717
12000,12000.0,0.1212,36,debt_consolidation,0.1466,FL,MORTGAGE,5000.0,"[710, 714]",11.0,13235.0,2.0,2 years,712
8000,7950.0,0.079,36,home_improvement,0.1254,IL,MORTGAGE,3500.0,"[725, 729]",8.0,6834.0,2.0,5 years,727
11000,10950.0,0.0894,36,credit_card,0.2238,AK,MORTGAGE,4200.0,"[760, 764]",6.0,8694.0,4.0,7 years,762
12500,12425.0,0.0749,36,debt_consolidation,0.1407,MD,RENT,8237.5,"[730, 734]",15.0,13261.0,0.0,6 years,732
7500,0.0,0.1103,36,credit_card,0.1141,AL,MORTGAGE,3750.0,"[685, 689]",15.0,5148.0,7.0,6 years,687
4825,4825.0,0.1016,36,debt_consolidation,0.1489,UT,RENT,2400.0,"[705, 709]",14.0,6109.0,1.0,1 year,707
7550,7550.0,0.1689,36,other,0.2194,AL,RENT,2880.0,"[670, 674]",2.0,1989.0,1.0,8 years,672
8000,7827.03,0.1435,36,other,0.2035,NY,RENT,4000.0,"[675, 679]",7.0,2082.0,0.0,4 years,677
6000,6000.0,0.1409,36,debt_consolidation,0.1572,KS,RENT,5083.33,"[670, 674]",11.0,10373.0,0.0,4 years,672
8000,8000.0,0.1557,60,major_purchase,0.0238,IL,RENT,5291.67,"[700, 704]",4.0,1252.0,6.0,5 years,702
3000,3000.0,0.1459,36,debt_consolidation,0.242,IL,MORTGAGE,5000.0,"[665, 669]",6.0,5527.0,1.0,5 years,667
8000,7997.79,0.1629,36,debt_consolidation,0.1576,NY,RENT,3750.0,"[665, 669]",8.0,7374.0,1.0,6 years,667
8400,8400.0,0.0599,36,credit_card,0.087,TX,OWN,3000.0,"[750, 754]",6.0,6215.0,0.0,2 years,752
35000,35000.0,0.1465,36,medical,0.122,MA,MORTGAGE,14166.67,"[720, 724]",7.0,103354.0,0.0,8 years,722
15000,15000.0,0.079,36,credit_card,0.2154,NY,OWN,5000.0,"[730, 734]",8.0,21555.0,0.0,2 years,732
7500,7475.0,0.1099,36,home_improvement,0.0751,TX,MORTGAGE,7083.33,"[800, 804]",9.0,2245.0,7.0,8 years,802
24000,23665.54,0.0962,60,debt_consolidation,0.1741,DC,RENT,7695.08,"[805, 809]",6.0,1502.0,0.0,9 years,807
21000,20975.0,0.205,60,debt_consolidation,0.1842,NY,MORTGAGE,8083.33,"[680, 684]",11.0,31080.0,2.0,5 years,682
6000,6000.0,0.0762,36,debt_consolidation,0.0933,CA,RENT,8315.67,"[730, 734]",8.0,6239.0,0.0,2 years,732
4500,4500.0,0.0691,36,major_purchase,0.0058,MD,MORTGAGE,65000.0,"[725, 729]",7.0,3015.0,4.0,7 years,727
29000,29000.0,0.1777,36,debt_consolidation,0.157,MA,RENT,7666.67,"[695, 699]",11.0,23319.0,0.0,2 years,697
20000,20000.0,0.1531,36,debt_consolidation,0.2735,CA,RENT,5250.0,"[690, 694]",11.0,11343.0,1.0,6 years,692
7000,7000.0,0.1016,36,debt_consolidation,0.1076,IL,MORTGAGE,4341.67,"[695, 699]",11.0,13638.0,0.0,7 years,697
5000,4950.0,0.1036,36,other,0.0051,NJ,RENT,2916.67,"[715, 719]",2.0,165.0,2.0,3 years,717
6000,6000.0,0.1727,36,debt_consolidation,0.0691,IL,MORTGAGE,4025.67,"[665, 669]",6.0,6652.0,2.0,5 years,667
10000,10000.0,0.1527,36,wedding,0.0402,IL,RENT,4480.0,"[670, 674]",9.0,7614.0,2.0,1 year,672
3200,3200.0,0.1749,36,other,0.0137,AR,RENT,2917.0,"[665, 669]",4.0,1427.0,1.0,< 1 year,667
23000,23000.0,0.1777,36,debt_consolidation,0.2584,MD,MORTGAGE,6625.0,"[685, 689]",17.0,19870.0,1.0,3 years,687
5000,1750.04,0.1154,36,other,0.1036,NY,RENT,3416.67,"[670, 674]",17.0,15301.0,7.0,1 year,672
3000,3000.0,0.1269,36,debt_consolidation,0.0312,CA,RENT,2083.33,"[715, 719]",3.0,844.0,0.0,3 years,717
12000,11975.0,0.1074,60,debt_consolidation,0.1763,VA,RENT,3500.0,"[715, 719]",11.0,18808.0,0.0,5 years,717
20000,19975.0,0.1399,60,debt_consolidation,0.312,NY,RENT,4166.67,"[720, 724]",9.0,8810.0,0.0,6 years,722
1200,1200.0,0.158,36,debt_consolidation,0.2714,MI,RENT,2166.67,"[665, 669]",9.0,9076.0,1.0,3 years,667
8000,8000.0,0.0662,36,credit_card,0.049,FL,MORTGAGE,3000.0,"[780, 784]",5.0,6084.0,1.0,n/a,782
10000,9975.0,0.1649,60,credit_card,0.177,IL,MORTGAGE,5416.67,"[705, 709]",10.0,41329.0,0.0,10+ years,707
11000,11000.0,0.1306,36,other,0.2242,NC,MORTGAGE,7916.67,"[690, 694]",9.0,34314.0,1.0,< 1 year,692
18000,18000.0,0.1629,36,credit_card,0.1762,CA,MORTGAGE,5250.0,"[670, 674]",11.0,9379.0,1.0,5 years,672
24000,23975.0,0.1749,60,small_business,0.0896,OR,RENT,5000.0,"[705, 709]",4.0,323.0,1.0,10+ years,707
8000,7925.0,0.1875,60,other,0.0992,WA,MORTGAGE,5002.33,"[675, 679]",7.0,8421.0,1.0,10+ years,677
6000,6000.0,0.1171,36,other,0.2145,MI,RENT,3100.0,"[685, 689]",18.0,10426.0,0.0,2 years,687
35000,34950.0,0.1727,36,debt_consolidation,0.2274,CA,RENT,6750.0,"[675, 679]",15.0,24626.0,1.0,10+ years,677
1000,750.0,0.1036,36,renewable_energy,0.0,GA,MORTGAGE,1800.0,"[730, 734]",2.0,0.0,1.0,< 1 year,732
10000,10000.0,0.1531,36,credit_card,0.2771,CA,RENT,3750.0,"[680, 684]",19.0,19385.0,1.0,3 years,682
6000,6000.0,0.158,36,medical,0.0794,NY,RENT,5000.0,"[670, 674]",7.0,14784.0,1.0,10+ years,672
4000,4000.0,0.0603,36,car,0.1303,CA,RENT,2916.67,"[750, 754]",7.0,2860.0,0.0,5 years,752
20000,20000.0,0.1171,60,debt_consolidation,0.1098,IL,MORTGAGE,5416.67,"[745, 749]",10.0,20836.0,0.0,10+ years,747
3500,690.34,0.1412,36,medical,0.1019,IA,OTHER,3750.0,"[655, 659]",8.0,9771.0,4.0,10+ years,657
24000,24000.0,0.1999,60,debt_consolidation,0.0348,AZ,RENT,8333.33,"[690, 694]",8.0,8224.0,1.0,5 years,692
8000,8000.0,0.1409,36,debt_consolidation,0.1431,CA,RENT,3500.0,"[690, 694]",7.0,5074.0,2.0,4 years,692
12000,12000.0,0.0662,36,credit_card,0.1388,MA,MORTGAGE,7125.0,"[775, 779]",15.0,20639.0,1.0,5 years,777
17600,17600.0,0.089,36,debt_consolidation,0.1658,CO,MORTGAGE,4166.67,"[750, 754]",8.0,235.0,1.0,8 years,752
5000,512.46,0.1292,36,debt_consolidation,0.1629,CA,RENT,3333.0,"[665, 669]",11.0,14244.0,2.0,2 years,667
8000,8000.0,0.1867,60,educational,0.0556,CA,RENT,2500.0,"[660, 664]",5.0,5770.0,2.0,6 years,662
10000,9850.0,0.0988,36,debt_consolidation,0.1704,KY,MORTGAGE,4500.0,"[730, 734]",8.0,6948.0,2.0,4 years,732
16800,16800.0,0.0662,36,debt_consolidation,0.0387,SC,OWN,16083.33,"[800, 804]",5.0,13470.0,1.0,8 years,802
6500,6450.0,0.1038,60,home_improvement,0.0686,KY,MORTGAGE,2738.67,"[755, 759]",10.0,2345.0,1.0,8 years,757
35000,35000.0,0.079,36,home_improvement,0.207,TX,MORTGAGE,12083.33,"[790, 794]",10.0,28864.0,0.0,10+ years,792
9950,9950.0,0.1433,36,debt_consolidation,0.0419,NJ,MORTGAGE,4800.0,"[685, 689]",9.0,5038.0,1.0,5 years,687
5000,5000.0,0.0991,36,debt_consolidation,0.2877,OH,RENT,3166.67,"[750, 754]",3.0,0.0,1.0,n/a,752
10000,10000.0,0.1905,60,debt_consolidation,0.2839,FL,RENT,3726.67,"[695, 699]",23.0,10067.0,2.0,5 years,697
6000,6000.0,0.1311,36,debt_consolidation,0.1997,PA,MORTGAGE,5833.33,"[685, 689]",6.0,5523.0,1.0,1 year,687
35000,35000.0,0.079,36,debt_consolidation,0.2027,VA,MORTGAGE,12083.33,"[770, 774]",15.0,35242.0,0.0,10+ years,772
5600,5600.0,0.079,36,debt_consolidation,0.1654,FL,RENT,1916.67,"[705, 709]",8.0,3373.0,0.0,5 years,707
17000,17000.0,0.079,36,small_business,0.0643,NJ,RENT,6250.0,"[795, 799]",4.0,1352.0,3.0,6 years,797
15000,15000.0,0.1299,60,debt_consolidation,0.1745,NY,RENT,5666.67,"[715, 719]",13.0,10855.0,0.0,3 years,717
3000,3000.0,0.1114,36,small_business,0.017,NY,MORTGAGE,7750.0,"[685, 689]",7.0,874.0,0.0,10+ years,687
12000,12000.0,0.1777,36,credit_card,0.0986,MA,RENT,3083.33,"[665, 669]",10.0,4390.0,0.0,4 years,667
25000,25000.0,0.1427,36,debt_consolidation,0.1459,MA,MORTGAGE,9000.0,"[705, 709]",11.0,22364.0,3.0,7 years,707
31075,31050.0,0.2049,36,credit_card,0.2618,MA,OWN,6000.0,"[660, 664]",20.0,27221.0,2.0,10+ years,662
4750,4750.0,0.1433,60,debt_consolidation,0.2348,SC,RENT,1500.0,"[740, 744]",11.0,1687.0,3.0,< 1 year,742
6400,6375.0,0.1171,36,credit_card,0.1488,VA,RENT,4166.67,"[680, 684]",7.0,15055.0,0.0,1 year,682
25000,25000.0,0.0991,36,debt_consolidation,0.1538,FL,RENT,5500.0,"[730, 734]",9.0,11395.0,0.0,3 years,732
5000,4975.0,0.0603,36,major_purchase,0.0643,PA,MORTGAGE,12083.33,"[785, 789]",10.0,792.0,0.0,5 years,787
12000,12000.0,0.1199,60,home_improvement,0.043,GA,MORTGAGE,3583.33,"[755, 759]",5.0,3942.0,2.0,2 years,757
20000,20000.0,0.1972,36,debt_consolidation,0.1374,VA,MORTGAGE,7965.0,"[665, 669]",18.0,18809.0,1.0,7 years,667
10000,10000.0,0.1596,36,debt_consolidation,0.1309,CA,RENT,4416.67,"[665, 669]",9.0,23870.0,1.0,10+ years,667
9750,9750.0,0.2049,36,other,0.1055,WA,RENT,3033.33,"[660, 664]",13.0,8688.0,1.0,4 years,662
10000,10000.0,0.1409,36,debt_consolidation,0.1502,RI,MORTGAGE,6000.0,"[685, 689]",13.0,8178.0,0.0,8 years,687
3000,2057.84,0.1046,36,small_business,0.0434,IL,OWN,4350.0,"[680, 684]",3.0,8414.0,4.0,10+ years,682
25000,25000.0,0.1972,60,debt_consolidation,0.0131,MN,MORTGAGE,5666.67,"[700, 704]",6.0,92.0,0.0,10+ years,702
5000,5000.0,0.1422,36,other,0.1873,CA,MORTGAGE,8583.0,"[670, 674]",9.0,8097.0,1.0,1 year,672
6500,6500.0,0.0579,36,credit_card,0.2284,TX,MORTGAGE,6400.0,"[730, 734]",11.0,7435.0,0.0,8 years,732
8325,8325.0,0.1531,36,debt_consolidation,0.1522,NY,RENT,2916.67,"[670, 674]",13.0,7171.0,0.0,4 years,672
20000,20000.0,0.1531,60,small_business,0.1394,FL,MORTGAGE,8333.33,"[710, 714]",15.0,22246.0,0.0,10+ years,712
12000,12000.0,0.1212,36,credit_card,0.2032,AL,MORTGAGE,5166.67,"[710, 714]",9.0,10054.0,1.0,4 years,712
9500,9475.0,0.1038,60,small_business,0.1364,NM,MORTGAGE,5000.0,"[755, 759]",10.0,46358.0,0.0,10+ years,757
12000,11862.38,0.0579,60,debt_consolidation,0.2213,WI,MORTGAGE,4166.67,"[780, 784]",12.0,14464.0,1.0,10+ years,782
7200,7200.0,0.1149,60,debt_consolidation,0.1678,CA,RENT,2944.0,"[715, 719]",11.0,5459.0,0.0,6 years,717
8500,8500.0,0.1016,36,credit_card,0.1123,NV,MORTGAGE,6091.83,"[710, 714]",18.0,10568.0,0.0,3 years,712
17475,17475.0,0.1905,60,debt_consolidation,0.2295,IL,MORTGAGE,4583.33,"[685, 689]",13.0,15852.0,3.0,10+ years,687
10000,10000.0,0.1212,36,home_improvement,0.1349,TX,MORTGAGE,3113.83,"[690, 694]",9.0,6634.0,0.0,4 years,692
18000,17975.0,0.2247,60,house,0.0192,FL,RENT,4583.33,"[660, 664]",6.0,4243.0,3.0,7 years,662
4800,4775.0,0.0542,36,medical,0.2017,NH,MORTGAGE,7466.83,"[785, 789]",19.0,13461.0,2.0,4 years,787
5000,5000.0,0.079,36,wedding,0.1644,NC,MORTGAGE,2298.75,"[720, 724]",10.0,12346.0,0.0,10+ years,722
20000,19925.0,0.1212,36,credit_card,0.1032,TX,RENT,3750.0,"[720, 724]",6.0,15762.0,0.0,2 years,722
12300,12300.0,0.1531,36,debt_consolidation,0.1926,OH,MORTGAGE,5000.0,"[710, 714]",13.0,4460.0,2.0,10+ years,712
28000,27950.0,0.2278,60,debt_consolidation,0.1029,LA,MORTGAGE,6125.0,"[675, 679]",11.0,18101.0,2.0,5 years,677
1675,1675.0,0.1111,36,debt_consolidation,0.0481,CA,RENT,2080.0,"[690, 694]",4.0,1466.0,0.0,3 years,692
7500,7500.0,0.1704,36,car,0.0492,CA,RENT,4000.0,"[685, 689]",3.0,8398.0,0.0,7 years,687
9200,9200.0,0.1261,36,debt_consolidation,0.1542,WI,MORTGAGE,12833.33,"[675, 679]",12.0,17391.0,0.0,2 years,677
8000,8000.0,0.158,36,credit_card,0.1076,OK,MORTGAGE,4583.33,"[675, 679]",13.0,4084.0,3.0,2 years,677
5000,5000.0,0.1099,36,moving,0.2325,NJ,RENT,2000.0,"[690, 694]",8.0,8339.0,0.0,< 1 year,692
19125,19125.0,0.1825,60,other,0.1569,CA,OWN,3333.33,"[690, 694]",8.0,7858.0,0.0,5 years,692
5075,5050.0,0.0599,36,debt_consolidation,0.201,PA,MORTGAGE,5000.0,"[790, 794]",9.0,269.0,3.0,3 years,792
7000,6975.0,0.0962,36,debt_consolidation,0.2269,IL,MORTGAGE,3275.0,"[710, 714]",8.0,14075.0,1.0,9 years,712
5000,5000.0,0.1212,36,debt_consolidation,0.1697,WA,MORTGAGE,6800.0,"[675, 679]",16.0,25524.0,0.0,10+ years,677
35000,33500.0,0.1349,60,small_business,0.1063,AZ,MORTGAGE,15583.33,"[760, 764]",10.0,9.0,1.0,6 years,762
2225,2225.0,0.1465,36,credit_card,0.2409,WV,MORTGAGE,3250.0,"[670, 674]",9.0,26854.0,1.0,n/a,672
4000,4000.0,0.1016,36,major_purchase,0.0458,IL,RENT,3168.0,"[715, 719]",5.0,6916.0,2.0,< 1 year,717
16000,16000.0,0.079,36,debt_consolidation,0.0223,CA,MORTGAGE,7083.33,"[740, 744]",11.0,3076.0,0.0,5 years,742
15500,15500.0,0.1777,36,debt_consolidation,0.276,VA,OWN,3333.33,"[675, 679]",10.0,8692.0,0.0,4 years,677
16000,16000.0,0.1311,60,debt_consolidation,0.1488,OK,MORTGAGE,7916.67,"[695, 699]",9.0,22918.0,2.0,10+ years,697
9000,9000.0,0.1306,60,debt_consolidation,0.0574,CA,RENT,3678.08,"[710, 714]",8.0,7556.0,2.0,4 years,712
20000,18275.0,0.1649,60,wedding,0.2458,TX,MORTGAGE,6000.0,"[710, 714]",14.0,12231.0,3.0,3 years,712
20000,19900.0,0.1817,60,credit_card,0.0972,CA,MORTGAGE,10000.0,"[685, 689]",8.0,106527.0,0.0,10+ years,687
30000,30000.0,0.2278,60,debt_consolidation,0.2471,CA,RENT,6041.67,"[690, 694]",12.0,39144.0,0.0,1 year,692
10000,10000.0,0.1059,36,debt_consolidation,0.0743,CA,RENT,3833.33,"[735, 739]",3.0,10187.0,0.0,10+ years,737
14000,14000.0,0.1905,36,credit_card,0.3102,IL,MORTGAGE,5000.0,"[660, 664]",15.0,12728.0,3.0,7 years,662
5000,4525.0,0.0743,36,other,0.01,NY,NONE,,"[800, 804]",,,,< 1 year,802
18000,18000.0,0.1531,60,other,0.2293,FL,RENT,5734.08,"[710, 714]",13.0,2819.0,0.0,4 years,712
10000,10000.0,0.0662,36,debt_consolidation,0.1905,WA,MORTGAGE,5208.33,"[740, 744]",8.0,28302.0,0.0,10+ years,742
25975,25975.0,0.1311,60,house,0.1551,WA,MORTGAGE,4583.33,"[735, 739]",6.0,3607.0,0.0,9 years,737
10350,10350.0,0.1409,36,car,0.2046,NY,RENT,3333.33,"[690, 694]",10.0,10841.0,1.0,1 year,692
10850,10850.0,0.1777,36,debt_consolidation,0.339,PA,OWN,2708.33,"[660, 664]",7.0,9577.0,0.0,8 years,662
4075,4075.0,0.0542,36,home_improvement,0.2341,NC,MORTGAGE,3750.0,"[770, 774]",6.0,34103.0,1.0,6 years,772
14500,10168.89,0.1075,60,credit_card,0.1426,CA,MORTGAGE,3584.62,"[755, 759]",6.0,18555.0,0.0,10+ years,757
12000,12000.0,0.1016,36,debt_consolidation,0.2748,VA,MORTGAGE,5000.0,"[710, 714]",12.0,10490.0,0.0,7 years,712
1000,1000.0,0.2295,36,other,0.1978,NY,RENT,884.9,"[665, 669]",4.0,5561.0,0.0,n/a,667
5900,5900.0,0.1311,36,debt_consolidation,0.1419,FL,MORTGAGE,3010.0,"[700, 704]",8.0,5921.0,0.0,10+ years,702
9950,9925.0,0.1311,36,debt_consolidation,0.2421,MI,MORTGAGE,2500.0,"[705, 709]",17.0,16618.0,1.0,10+ years,707
7200,7200.0,0.0603,36,debt_consolidation,0.1727,NY,MORTGAGE,3416.67,"[790, 794]",14.0,4838.0,0.0,10+ years,792
14750,14750.0,0.1677,60,debt_consolidation,0.1732,NM,MORTGAGE,2500.0,"[685, 689]",8.0,11003.0,1.0,8 years,687
5000,4975.0,0.167,36,other,0.0267,FL,RENT,3000.0,"[690, 694]",4.0,2474.0,8.0,1 year,692
20000,20000.0,0.1491,36,debt_consolidation,0.1943,VA,MORTGAGE,6250.0,"[715, 719]",12.0,14308.0,1.0,5 years,717
18400,18375.0,0.1942,60,debt_consolidation,0.2253,VA,MORTGAGE,7400.0,"[705, 709]",14.0,10439.0,2.0,10+ years,707
7200,4167.97,0.1411,36,other,0.1362,PA,OWN,3583.0,"[700, 704]",3.0,1621.0,1.0,1 year,702
18000,17994.17,0.1399,60,debt_consolidation,0.0213,PA,MORTGAGE,4364.58,"[725, 729]",9.0,1721.0,3.0,3 years,727
8000,8000.0,0.1212,36,debt_consolidation,0.2498,MA,RENT,3166.67,"[690, 694]",10.0,5428.0,0.0,10+ years,692
4000,4000.0,0.089,36,small_business,0.1316,CA,MORTGAGE,5166.67,"[720, 724]",9.0,7171.0,2.0,3 years,722
6000,6000.0,0.1311,36,debt_consolidation,0.181,NY,RENT,3750.0,"[690, 694]",18.0,14468.0,3.0,7 years,692
6250,6100.0,0.1025,36,debt_consolidation,0.1804,FL,MORTGAGE,2400.0,"[720, 724]",5.0,14863.0,0.0,10+ years,722
5375,5375.0,0.1409,36,car,0.1505,TX,MORTGAGE,5416.67,"[685, 689]",13.0,4087.0,2.0,1 year,687
8875,8875.0,0.1531,36,debt_consolidation,0.149,SC,RENT,2302.0,"[665, 669]",8.0,10008.0,0.0,n/a,667
7000,7000.0,0.1065,36,debt_consolidation,0.0738,CA,RENT,3333.33,"[700, 704]",7.0,12168.0,0.0,< 1 year,702
12000,12000.0,0.1531,36,debt_consolidation,0.2183,VA,RENT,6416.67,"[680, 684]",20.0,11583.0,2.0,2 years,682
21250,21250.0,0.1875,36,credit_card,0.2653,LA,OWN,4500.0,"[670, 674]",15.0,25287.0,2.0,10+ years,672
3600,3600.0,0.1972,60,car,0.2222,KS,MORTGAGE,3200.0,"[680, 684]",13.0,11702.0,0.0,< 1 year,682
12000,12000.0,0.1433,36,debt_consolidation,0.282,KY,MORTGAGE,3333.33,"[670, 674]",11.0,10727.0,0.0,10+ years,672
10050,10050.0,0.1433,36,credit_card,0.1648,CA,RENT,2500.0,"[690, 694]",7.0,13337.0,2.0,< 1 year,692
4025,4025.0,0.089,36,credit_card,0.1532,CA,MORTGAGE,5000.0,"[700, 704]",12.0,15943.0,0.0,8 years,702
5000,5000.0,0.0662,36,debt_consolidation,0.012,GA,RENT,5000.0,"[780, 784]",8.0,531.0,1.0,2 years,782
16500,16400.0,0.1171,60,small_business,0.1207,OH,MORTGAGE,2750.0,"[775, 779]",11.0,2316.0,1.0,4 years,777
10000,10000.0,0.0729,36,home_improvement,0.0794,CA,MORTGAGE,5833.33,"[735, 739]",12.0,3181.0,0.0,8 years,737
7500,-0.01,0.1229,36,educational,0.2134,CA,MORTGAGE,8750.0,"[685, 689]",14.0,20947.0,7.0,5 years,687
10000,10000.0,0.0603,36,debt_consolidation,0.2466,OH,MORTGAGE,2940.25,"[755, 759]",8.0,5904.0,0.0,10+ years,757
10000,10000.0,0.089,36,credit_card,0.2266,MN,RENT,2083.33,"[715, 719]",8.0,12724.0,0.0,9 years,717
18000,18000.0,0.079,36,credit_card,0.1836,GA,RENT,5833.33,"[730, 734]",16.0,12522.0,0.0,< 1 year,732
7000,7000.0,0.1629,36,credit_card,0.2493,TX,MORTGAGE,3833.33,"[680, 684]",20.0,18792.0,3.0,3 years,682
22000,21975.0,0.2247,60,debt_consolidation,0.3393,WV,MORTGAGE,5083.33,"[670, 674]",14.0,31152.0,2.0,10+ years,672
6000,6000.0,0.1311,36,debt_consolidation,0.124,WA,RENT,1000.0,"[685, 689]",18.0,3622.0,2.0,1 year,687
5600,5600.0,0.0662,36,wedding,0.0723,NC,MORTGAGE,5833.33,"[750, 754]",8.0,8125.0,1.0,2 years,752
